review_text,label
kenapa ya tonernya ada kayak kotoran2 kecil hitam2 didalam isinya ini,negative
di proses nya lama,negative
"udah kesekian kali beli disini,sll ada promo,biasanya dpt sisirnya kmrn ak beli dpt sisir",positive
"makeover kayanya kualitas ketahanan produknya harus di tingkattin lagi deh kayanya, baru 3 hari pake udh patah",negative
tekstur:bagus warna:keterangan ketebalan:sedikit barangnya yang dikirimkan masa udah ancur si sebel loh untuk aja belinya dapet potongan diskon jadi garugi rugi amat,negative
"susah d blend , gmau ngeset d bibir ku, kaya lipcream tp g bisa kering",negative
baru x ini belanja di tokped pelayanannya agak lama dan pengiriman lamanya sampai 9 hari br sampe... tolong pelayanannya di tingkatkan lg agar customer tdk kecewa! tks,negative
bahannya ringan gampang d serap . enak bngt,positive
"pas datang bocor, udah nunjukkan bukti klaim tapi aku ga mau repot. next mohon diperbaiki lagi packingnya. tx",negative
"bedak bagus,tapi sayang ternyata tidak ada kaca dalamnya.kurang puas beli bedaknya.terima kasih buat toko nya",positive
sdh di kasih catatan msih aja di kirimin nomor yg sama:face_with_rolling_eyes: mintak nomor 7 sama nomor 3 di kirim mlh nomor 7 kedua....kecewa:face_with_rolling_eyes:,negative
"paket nya hilang,kurir si cepat bermasalah,maaf ya kk",negative
"bedak nya pecah parah, bedak padat malah jd bedak tabur",negative
pengiriman cepat. tapi tidak ada free nya seperti di gambar :sad_but_relieved_face:,positive
warna tdk sesuai gambar di contoh,negative
tekstur:ok performa:ok cocok untuk:ok free palette kfc nya ga di kasih parah,negative
akhirnya :smiling_face_with_smiling_eyes: yg dtunggu² datang jg .. semoga cocok dikulitku... terimakasih seller responnya baik bgt:smiling_face_with_open_hands: dan terimakasih buat kurirnya lncar terus :flexed_biceps:,positive
"pengiriman sangat lama, tanpa konfirmasi dari seller",negative
tips pengguna:no comment wangi:entah manfaat:gatau kecewa bangeeeeeeetttttt!!!!!!!!!! serumnya kosong. padahal yang diharapkan itu serumnya. merasa tertipu!!!!!!!!!!!!!!!! benci banget deh!!!!!!!!!! terima kasih banyak untuk kurir.,negative
"cocok untuk:blm tau, krn blm di coba tekstur:blm tau",negative
"eyeliner nya ternyata gak waterproof, salah beli tapi yaudahlah gak bisa di batalin",negative
"kemasan:menarik, tidak mudah pecah manfaat:serum golden age, manfaat tertera wangi:harum",positive
semoga cocok di kulitku n gk bikin merah lagu,positive
nggak bikin kulit kering,positive
"ketahanan:lumayan cocok untuk:cowok tekstur:lembut cuma pengirimannya agak lama, soalnya pake jalur laut",positive
gampang dibawa-bawa. packaging aman :folded_hands:.,positive
"udh langganan juga beli yang varian savage, warnanya di aku jadinya merah muda, tapi ga yang medok banget, masih soft dan netral banget, awal di pakai glossy, jd bibir ke...",positive
"barang sesuai pesanan, pengiriman cepet. semoga cocok",positive
"saya menambahkan kardus+bubble wrap untuk keamanan barang pesanan saya, dan di keterang barang tdk dijual terpisah tapi yg datang hanya menggunakan bubble wrap tan plaskik saja?! kardusnya kemana?!",negative
i was so disappointed. bubuk parah:loudly_crying_face::loudly_crying_face::loudly_crying_face:,negative
"barang datang lengkap dan sesuai estimasi waktu, tapi tutupnya lepas, untungnya tidak tumpah banyak. mungkin kedepannya untuk kemasan produk dapat dibuat segel plastik ag...",positive
bedak andalan cuma sering diskon dong hhe,positive
aku pesennya dark grey tp yg dikirim brown :relieved_face: its oke,positive
"produknya bagus & packing aman. warnanya juga beragam dan cocok untuk ngetes warna. yg no 3 itu warna nude orange gitu, cuma agak bingung storagenya gmn abis buka.. s...",positive
tekstur:bagus warna:oke pigmentasi:keren hanya sayang aja pas barangnya sampe pecah kek gini. padahal untuk kualitas esqa bagus banget nggak usah diraguiin. bungkusan jga oke nggak knpa2 tapi kok isinya pada kluar semua.,negative
tidak di pakein bubble wrap jdi shampoony tumpah,negative
"saya baru beli, waktu sampai isi serumnya ngga sesuai",negative
masih dicoba. semoga benar2 hilang ketombenya.,positive
"facial wash yg dtg isi ny encer gk sm yg seperti biasa, di pakai buat muka aku jd jerawatan, pdhl udh sering order disini tp br x ne dpt yg kek gn",negative
"sedih dikasih yg sdh expired, dr tokointa video un boxing... duh mana sempat video2, memangnya barang pecah belah,emang ada bonus bedak, tp kn ini toko official, jgn ber...",negative
"benar"" tidak bikin lentikkk keras gaenak",negative
seneng banget barang sudah sampai dan dapet bonus pulaaa. tengkyu erha,positive
"terjadi kesalahan pengiriman! barang yg dikirimkan malah baju & pihak sy komplen ke pihak esqa, tidak ada bantuan sudah 2 minggu!!!:enraged_face::enraged_face: tidak ada tanggung jawab. sang...",negative
"proses transaksi cepet, sdh sampai, semoga cocok di kulit",positive
"belum dicoba semoga cocok dan hasilnya memuaskan. lama di pengiriman, mungkin karena barang fragile",positive
oke semua aman terkendalai belum di coba semiga ccook dengan warna kulit aku match dan kombinasi:clapping_hands_light_skin_tone:,positive
"tekstur:krim kalau kena air jadi foam performa:bagus karena emg daily facial wash aku ini, ini botol ke 4 kebetulan cocok untuk:yg berjerawat disitu ditulis free sheet mask 2 oke dapet sama varian bija juga tapi yg aku dapet itu sleep mask jeju orchid dan gada konfirmasi kalau ini bakal di dapet. bukannya apa apa permasalahan kulit akukan jerawat sedangkan jeju orchid tuh buat penuaan!! kecewa sih makannya bintang 2. shopee mall padaha",negative
"bagus, tapi sayang gk ada spon bedaknya itu yaa ?",positive
kemasan:tumpah bedaknya,negative
parah banget kok bisa tumpah,negative
"diserut patah lagi dan lagi,,,ampe nyoba dari bagian belakang di serut dan hasil nya tetep sama. buyar gitu aja pensil nya",negative
pdhl ini baru bgt saya buka kok 1 eyeshadownya kyk jamuran atau emg kecampur eyeshadow lain ya,negative
pengemasan dan pengiriman cepat produk sesuai makasih...,positive
"baru mw coba, semoga cocok",positive
warna yg dtg tidak sesuai pesanan:frowning_face:,negative
"tidak cocok di muka gua, setelah pemakaian 5hr muka jd hitem, auto berhenti make wkwkkw,",negative
tekstur:cair warna:peach secret ketahanan:belom dcoba tokony tidak amanah nih... diketeranganny exp 09-11-2023.. ternyata exp ny 02-11-2022. kecewa belanja ditoko ini. baru prtama belanja sdh kecewa...lain kali yg amanah ya kk..,negative
"kecewa bgt, 2 x beli paket selalu dikasih produk beda dari yg dipesan. tanpa konfirmasi, pdhl selalu langganan, tp kecewa dikasih toner random banget, gak sesuai pesanan",negative
sesuai pesanan no 3 olive.utk anak abg aku. coverage-nya full gampang dibawa-bawa.mksh,positive
sangat melembabkan dan membuat kulit ttp kenyal,positive
mantapppppp,positive
"cocok untuk:semua jenis rambut performa:kurang bagus tekstur:cream cair pertama2 saya mau bilang saya paling ga suka sama orang2 yang review cuman tentang pengiriman dan paketnya , kalau saya. saya akan sejujur2nya dengan ini. pengiriman sudah lama banget dan produknya dateng penyek seperti abis di injak tp gpp lah , besok nya saya keramas 2x > conditioneran > baru pake ini terus tunggu sampe besok pagi. saya punya rambut kering dan bercabang dan sengaja ga review lama biar bisa liat produk ini kek gimana dan efeknya ga worth it banget buat harga semahal ini , ini salah satu produk yang paling saya ga suka! ga mau lagi beli di sini",negative
tekstur:sangat kering dan lengket performa:buruk sekali cocok untuk:nothing ga pernah sekecewa ini sama produk make over ini beneran kering bgt padahal udh pake lip balm tapi hasil nya ga nempel di bibir :loudly_crying_face:,negative
"tekstur:bagus performa:tida sesuai gambar, yg di pesan warna biru yg datang warna putih ga tau deh cocok apa ga nya",negative
"udh tube yg ke 6 dan alhamdulillah cocok banget, menenangkan kulit dan melembabkan. packagingnya jg aman plus dapet bonus banyak (toner, jedai, pouch) terimakasih :)",positive
"tekstur:ga amanah performa:ga amanah cocok untuk:ga amanah saya ga nyalahin tokonya, tapi petugas packing nya yg salah packing, kenapa saya yang di tuduh penipu?, ga bgt pengirimannya, saya beli 2 concealer yang dateng cuman 1, ga amanah, kalo tau pengirimanny begini saya juga gaakan percayai toko ini, di kasih kepercayaan tapi kaya gini, biar tuhan yg tau:folded_hands:",negative
barang nya patah,negative
"katanya bagus, blm coba.. tp patch-nya tnyata ga dikasi. bingung deh pake apa",positive
keterangan tidak sesuai dg yang dikirim males balikin sih jadi yasudahlah,negative
barang lain zonk,negative
semoga creamy tint-nya ga bikin bibir kering,negative
manfaat:blom kliatan ada hasilnya sjauh ini pengalaman penggunaan:keras skali mintnya smpe lidah trasa perih,negative
"profil kecantikan:kulit normal to dry tips pengguna:pake skinprep yg cukup kemasan:bagus baru pertama kali coba dan bagus banget, cukup buat ngecover kemerahan dan bekas jerawat yg samar. oksidasinya ga terlalu gede jadi ga harus touch up sering sering",positive
"seperti lipstik atau kutek yang nempel di produk, semoga produknya blm pernah di buka",negative
pertama kali coba dan suka bgtttt. ini beneran bikin gigi lebih bersih terus nguranin karang gigi. pokoknya suka bgt dan bakal pakai terus. next bakal beli disini lagi.,positive
kecewa barang yang dipesan dan barang yang dikirim beda barang,negative
"efek:lumayan manfaat:waterproof tips pengguna:oles tipis pengiriannya cepat, berharap agak ngepink ternyata tidak, salah pilih noor berarti",positive
"performa:baik tekstur:baik cocok untuk:wajah beli pas live, katanya dapet free mukenah travel tapi ternyata boong hahaha. yakali di kasih free mukenah haha. tp gpp lahh",negative
eyeshadownya dateng pecah 1 shade kalau salah pengiriman gak mngkin pecahnya cmn 1 shade,negative
"waktu di pakai agak panas d hidup, bau agak keras, tidak menyebbakan iritasi dan, mampu mengangkat komedo.",positive
"bintang 2 dl ya kak karena pengiriman super amat lama, dan sudah minta bantu dipush untuk pengiriman jawabannya selalu ngambang",negative
pesan kertas pencabut komedo yg dateng blackhead mask. mana slow respon bgt adminnya,negative
"biasa beli di sini. respon seller top, packingny super aman, ekspedisiny jg top, jd datangny jg cepet bngt.:thumbs_up::thumbs_up::thumbs_up:",positive
"manfaat:be confident! wangi:kutek biasa ori efek:glossy final look! love the color, purple love! thx seller :purple_heart:",positive
saya pesan facial wash yang datang malah cleansing water. kalau kirim barang harus teliti kak,negative
performa:warnanya lebih terang dari yang aku bayangin tekstur:oke banget cocok untuk:sehari hari suka banget sama teksturnya yang meskipun lip tint tapi masih melembabkan. warnanya juga keluar gitu jadi cantik dan bisa merata gitu di bibir. untuk warna aku kurang suka sebenarnya tapi yah okelah untuk nambah koleksi,positive
"sempet khawatir barang pecah dll tapi alhamdulillah ini aman, yh segi warna oke dan ga ber ekspetasi lbh karena harga yg ditawarkan terjangkau",positive
"barangnya ori. tp maaf, di desc box tertera ed juli 2024, real ed nya oktober 2022. bintang 1 mgkn udh paling tepat krn perbedaan ed tsb. trims.",negative
kaya pake lipbalm sih ini ..,positive
"beli yg day malah di kirim night, lain kali lebih hati-hati min",negative
"mesen shade 02 malah dikirim 03, lain kali lebih teliti lagi, padahal ini official store",negative
"kemasan:kemasan baru tips pengguna:jangan lupa sunscreen juga guys wangi:aromanya wangiii buat para pecinta whitelab, mohon maaf kalo menurut saya packagingnya malah lebih cakep yg lama.. yg baru ini packagingnya bener2 kyk mainan, enteng banget.. next isian 30ml aja trs packaging dibagusin lagi, biar lebih tampak wow..",positive
tekstur agak kering.. kualitas aga kurang.. jd kurang mulus pengaplikasiannya,negative
"sudah konfirmasi pembatalan karena alamat salah,,masih saja di kirim ke alamat yg salah,,",negative
kenyamanan:p,negative
lama sangaaaaaattt pengiriman,negative
"bahannya ringan, enak di bibir",positive
"warnanya ga jelas, nampaknya aja bagus2 warnanya, dipake ga nyata sdh pulas berkali2. hadehhh!! shimer juga di permukaan doank.",negative
tips pengguna:belum di coba profil kecantikan:waw kemasan:baik semoga bisa mencabut duri2 yang ada di muka ya,negative
"kasih bintang 4, barang bagus packing rapih, cuma prosesnya aja ditingkatkan lagi ya min, overall recommended seller",positive
tekstur:gel performa:baik cocok untuk:kulit kering cocok bgt buat aku yg pny kulit kering,negative
beli tapi barang ga dianter gimna dong??? mines banget pelayanannya,negative
"maaf ya kukasi *2. order disini, waktu unboxing ternyata tutupnya udah kebuka, jd isinya ada yg kebuang. padahal harusnya kan dikasi selotip dulu di tutupnya biar ga bocor. jujur kecewa sih",negative
"pesen yg hijab tp yg datang bukan, kecewa sih biasanya bagus",negative
"sekelas loreal indonesia, shope mall lagi . udah pengiriman telat packingannya ancur , isi di dalem pada tumpah. bener sih ada bubble wrap tapi barangnya gak di bungkus pakai bubble wrapnya . payah payah !",negative
"wangi:enak manfaat:ga ada aku udah berharap banyak sama somethinc, semua skincare ku somethinc.. aku kira waxing nya jg bakal bagus, aku udah ikutin semua cara caranya, tapi ga ada satupun bulu yang ke angkat, ketiak ku jadi iritasi karna terus terusan ngulang waxing, aku sebelumnya pake produk sebelah satu tarikan langsung bersih, ini teksturnya terlalu cair menurutku, udah aku masukkin ke freezer, di panasin di tambahin gula juga, tetep ga ada perubahan. akhirnya mubazir dan aku harus beli produk yg dulu ku pakai.. nyesel sih, karna buang buang uang, somethinc tolong di perbaiki. aku bucin somethinc banget, dan aku kecewa banget dengan sugar wax ini huhuhu",negative
tekstur:sunguh sangat mengecewakan barangny ancur bbuk,negative
"barang sampe dengan kondisi aman, dan breylee ini ampuh membasmi komedo.. hanya saja pengirimannya agak lama.",positive
selalu pakai merk ini karena cocok:thumbs_up:,positive
"beli paketan di tengah malam berjuang dengan jaringan yg lagi susah karna ngincer bonusnya yang banyak, tau tau isinya kurang 2 barang (brush dan lip mask) tau gitu gakusah bikin pake ada bonusnya kak biar gak php. baru kali ini belanja dishopee tapi barangnya kurang. janji ke diri sndiri ga lagi beli produk bnb",negative
"tekstur:gel performa:bad cocok untuk:kulit sensitif pas dateng barang bocor sisa sedikit banget dibotol, bener bener bad experience packaging cuma modal plastik padahal dikelola sama shopee mall loh parah banget barang gbs dipake",negative
"ringan bangettt woi, kayak halus gitu mo nangisssss, coveragenya low to medium <3",positive
"produk blp ga ada yg gagal bg saya,juara tahan seharian foundatian nya (tipe wajah minyak normal)",positive
barang sudah diterima sesuai dengan harga,positive
"padahal udah jelas banget di note aku tulis pesen yg 002 dan 101 tapi malah dikirim 002 semuanya, budayakan membaca note wahai penjual, kalo kosong kan bisa kirim pesan biar saya pilih warna lain, kesel!!",negative
bikin emosi pagi2. hati2 admin yang suka membatalkan pesanan seenak jidat. sekelas paragon pelayanan macam ini,negative
"woww bnrn ngaruhh di kulitku yg super super sensitive ini:loudly_crying_face::loudly_crying_face: cm berkendala di pengirimannya aja sih, tp tokonya bertanggung jwb kok",positive
"wangi:wangi enak dan ngga nyengat manfaat:utk mencerahkan pengalaman penggunaan:kulit terasa kenyal, lembut, lebih cerah kalau habis mau order lagi. jangan ragu kalau kalian pingin kulit sehat :face_with_tears_of_joy:",positive
harusnya di keterangan green tea clensingformnya dapet 2 tapi cuma dapet 1 aja ga sesuai banget sama yg tertera walopun diskon banyak baru oernah kecewa banget sih sama innisfree,negative
saya gak tahu masalah pengantaran bisa diulas di sini atau tidak. kurir mengantar barang dengan melempar lewat pagar tidak permisi atau manggil. sangat tidak etis dan bis...,negative
gak dapet cushionnya :loudly_crying_face:,negative
"bagus sihh, padahal pesen nomer 175 tapi datang yang 370 tapi gapapa lah yaaa",negative
"sangat amat kecewa sama packing nya, dateng udah kebuka sana sini. udah khawatir isinya kenapa napa. ternyta bener foundinya muncrat kemana mana isinya. untuk akun official ini mengecewakan banget. padahal beli di akun official berharap pasti dapetnya sangat proper. semoga bisa diperbaiki kedepannya",negative
"bahannya ringan, gampang di aplikasikan, trus ringan suka",positive
alhamdulillaah order yg kesekian kalo nya,positive
dahal mau ganti pesanan tp bener2 gamau dicancel :thumbs_down::thumbs_down::thumbs_down:,negative
bedaknya hancur.,negative
mantulll kaga pecahhh,positive
suka banget! ringan di wajah ga berasa kaya pake topeng,positive
"sesuai dengan pesanan, semoga ananah selalu ya kak.. terima kasih banyak",positive
masak baru sampe udah pecah sih bedaknya gabisa di pake lagi gimana sih ini baru sampe sore ini loh:enraged_face::enraged_face::enraged_face::enraged_face:,negative
"cocok untuk:semua jenis tekstur:baik performa:baik bnernya bagus, cepet melted tapiiiii aromanya gk enak bgt, apek, kyk udah tengik, padahal expired msh 2025. pantes ya dijual murah. untung utk dibilas, jd bs lgsg cuci muka klo gk tahan sm aromanya :woozy_face:",negative
barang enggak sampe ke customer,negative
"kok hasilnya mengecewakan yaa, kaya bekas pakai gitu..... apa gara2 diskon :persevering_face:",negative
"belum d coba,,semoga bermanfaat sesuai dng deskripsi",positive
lumayanlah untuk harga yg segitu,positive
barang sih sampe dg bnr tp sayang paketnya yang kaya hbs dibuka orng gtu.gak tau deh kurirnya tuh gimana.mana main taruh aja dpn pintu rasanya jdi percaya gak percaya blanja begini klo paketnya dtng aja kaya hbs dibuka orng gtu.,negative
kecewa banget pengemasan kurang aman sampai barangnya pecah.,negative
"soal keaslian produknya udh gk diragukan lagi, tpi kali ini pengiriman nya sedikit terlambat dari estimasi yg seharusnya.",positive
tekstur:lembut performa:handal cocok untuk:bibir barang sesuai dengan deskripsi dan recommended pokoknya terima kasih seller dan kurirnya,positive
performa:kotak sudah terbuka dan penyok kotak pacaging tidak dalam kondisi baik,negative
barang sesuai tapi pengirimannya lama banget.....,positive
efek:natural pengalaman penggunaan:sehari2 bikin fresh look seharian profil kecantikan:cocok banget utk kulit saya yg sensitif dan cenderung kering.,positive
sebagian isinya tumpah:loudly_crying_face:,negative
"manfaat:jelek efek:jelek tips pengguna:jelek sangat buruk, pengemasan sangat teramat lama sekali, minta batal di tolak, lama nunggu barang yang di kirim tidak sesuai pesanan, sangat amat mengecewakan sekali, kapok.",negative
"kok di aku ga cocok yaa. katanya cocok bwt semua jenis kulit, malah jadi bermunculan jerawat ihh sebel:(( . pemakaian udah 2 minggu tp ga lanjut lagi deh",negative
tekstur:tumpah kecewa bgt beli di official store tp packingny cm plastik aja biasany pake dus alhasil tumpah 1/4 botolnya :loudly_crying_face:mana 2 botol lg:loudly_crying_face:,negative
"kualitas oke, sedikit bingung klo ujungnya habis masih bisa di pakai atau emang sudah habis",positive
"sabun sirih nya satu bocor, tutupnya gak rapet dan habis 1 botol, kecewa bangt sih parah, tolong diperbaiki lagi dong seller pengirimannya, udah lama bngt kirim nya eh sampe malah bocor. padahal udah beli di officialnya biar gak knpa2 eh malahh gini. kecewa parah sih",negative
rantainya gantungannya gak bisa di pakai,positive
"warnanya bagus, melembabkan juga, tapi gampang ilang. baru bbrapa kali pake, isinya kepotek patah, jatoh. ga bisa dpake lagi :( serapuh itu. aromanya jg ga enak kaya...",negative
"terima kasih, pesanan tidak sesuai, yg dtg vit c aja tanpa kolagen, lbh suka yg + collagen, pls laim kali lbh hati2 ngecek orderan, packing oke, tiba tepat waktu :thumbs_up::thumbs_up::thumbs_up:",positive
untuk bahan belum dicoba yah.. dari kemasan menarik cantik.. dalamnya juga apalagi kacanya masih terlindungi spoonsnya juga lembut.. packing sangat aman..pengiriman cepat...,positive
"kemasan:very good efek:super good tips pengguna:model berkulit putih. bagi yg berkulit gelap, pinter2 ya milih warnanya harus cari warna yg cocok lg nih",positive
"produk bocor, isinya berkurang sampai segini. next time teliti lg ya",negative
"jujur untuk harga segini ga bgt , aslinya kecil bgt ternyata . kyk eyeshadow bkn blush on",negative
bisa sampe bocor begini ya ? packing ga ada bubble wrap nya sama sekali .. official store tapi kok packing nya ngasal banget! pengiriman sih ontime,negative
"warna cakeupp bikin muka auto cerah, emang dari barenblis bagus² ga bikin kering bibir :slightly_smiling_face:",positive
branding & quality is the first.,positive
tidak ada hairbrush,negative
pengalaman penggunaan:tekstur gel kemasan:lucu manfaat:lumayan tahan lama sangat suka dengan warnanya,positive
"barang sudah diterima sesuai pesanan ,paking rapi,pengiriman cepat terima kasih",positive
tekstur:creamy performa:blom d coba cocok untuk:wajah hancuuuur abis2an.. kcewa.. jujur ini prtama x nya sy kcewa dpt produk luxcrime biasany aman2 smua sy ngerti ini krn konsistensi produk juga susa d kirim d tengah panasny kota jakarta cm kcewa aj.. pdhl lg sneng2 nya sm produk luxcrime,negative
"produknya bagus, udah seneng bisa dapetin ini pas dateng tapi kecewa banget karena isinya hanya 17 buah dimana seharusnya 20 buah:( sangat kecewa padahal sudah bersedia nunggu lama tetapi malah kuantitasnya tidak sesuai dengan pesanan saya. saya rasa saya akan discontinue, thx",negative
gercep...siip,positive
packing annya bagus dan bedaknya wangi,positive
"blm di coba, moga cocok :beaming_face_with_smiling_eyes:",positive
"sudah pakai 1 tahun gak ada perubahan dan brutusan serta jerawat parah....sedih sih soalnya q gak pernah ganti""skincare tp ini sama sekali gak cocok mjngkin...",negative
"kenyamanan aplikator:baik kualitas:baik ketahanan:cukup awet dear mimin.. pesan ash brown dikasih soft brown , mau dikembalikan jg udah mau dipake acara .. klupun sold harusnya konfirmasi dulu ..",negative
belum ada perubahan sama sekali..harganya aja murah,negative
baru pertama nyoba semoga cocok,positive
pengalaman penggunaan:tiap hari dipakai wangi:ok tips pengguna:di pagi hari cocok dikulitku,positive
"performa:tidak baik cocok untuk:- tekstur:pecahh bedak nya pecah,tidak teliti sebelum dikirim..............",negative
"ini pekat warnanya, sebanding dengan beratnya saat dioles. saya nyaman pakai ini krn benar2 nutup warna bibir, ngga kering, glossy, dan warnanya bener seperti di tube saa...",positive
produk sesuai. kualitas nyata hanya agak keras. kemasan rapi aman.,positive
maaf kecewa gak dpt free pouch,negative
lama bgt. dan lipstik nya susah hilang bener2 susah kaya cat,negative
sangat kecewa beli 2 datang cuma 1,negative
"kurang suka, soalnya kalo abis disemprot baunya menyengat bnaget sampe nusuk ke dalem hidung, apa mungkin aku yabg salah cara pakainya ya",negative
pengiriman moga bs d percepat. packing amaaaaan bgt.. rapi moga cocok,positive
ok lah barang sesuai sama pesanan,positive
lumayan dapat potongan harga .,positive
semoga ga salah pilih undertone & skintone:smiling_face_with_hearts::partying_face: tq,positive
"sukaaaaa bangettt sama hasilnya, udah dicoba dikulit tu enteng dan flawless jugaaa udah mah buy 1 get 1 (jadi bisa buat thr mamah juga:face_with_tears_of_joy:)ditambah hasil memuaskan. oengiri...",positive
"terima dalam kondisi pensil alis bengkok parah, kemasan kotak bagus ada di bubble wrap tapi didalam sengaja dikirimkan pensil alis yg bengkok sehingga tdk bisa digunakan....",negative
krng kirim lalu mau kirim krngnya..minta komplain di batalkan..stlh komplain dibatalkan brng gk dikirim2..pdhl sdh sering beli..penipu,negative
"in gmna sih mesenya 2 datengnya satu, mana gk sesuai yg gua pesen lag gua mesenya no 1 sam 6 malah yg dteng no 4",negative
"produk ok.. sblmnya dah pakai ini.. btw, pengriman lumayan lama, mngkin kedpnnya bisa diimprove lg..",positive
selalu cocok pake skintific,positive
pesen maskara. dan 3 set mek up ( foundation. setting spray. primer) tpi gc ada setting spray nya :face_with_steam_from_nose: trus pesen tgl 13 sampek tgl 18 gc dikirim2. pokok aq gc ridho' loh :loudly_crying_face:,negative
"variasi 365 okelas memuaskan, pengiriman cepet, terimakasih seller..",positive
cocok untuk:semua jenis kulit tekstur:ringan performa:bagus bagusss high cover,negative
pengiriman sangat lama... bayar tgl 16 okt dan terima tgl 23 okt... tetapi licikbya si seller di status sepertinya sengaja ditahan sbg status tunggu pick up kurir (sy tdk...,negative
profil kecantikan:kulit pengalaman penggunaan:bagus kemasan:rapi,positive
ribet makenya.. potongan ny terlalu banyak bikin susah untuk ngeaplikasiinny yg hasilny kayak kain kusut dahh..,negative
"butirannya kurang halus, warnanya terlalu gelap, susah diaplikasikan dengan kuas padahal ambilnya tipis-tipis, terlihat cakey dan meleleh kalau keringatan sedikit saja (p...",negative
"produk original, sudah dicek di webnya. langsung angkat komedo. agak sulit nempelin kertasnya biar bisa nempel di permukaan wajah, tetapi yg bener2 nempel komedonya keang...",positive
"paket cepat sampai, kualitas belum tahu belum dipakai krn yang memakai ( istri) masih di luar kota.",positive
masker wajah suka banget bagus tp pengiriman super duper lama pake banget,positive
"kemasan:manteppp oke bngt tips pengguna:setelah menggunakan rangkaian skincare dan pakai produk inj pengalaman penggunaan:blum aku coba sii produknya semoga aja cocok alhamdulillah paket nya sudah sampai, semoga produknya cocok aamiin pengiriman satset bangettt galama harus nunggu langsung ada. ternyata refil nyaa itu kecil yaa kukira besarrr aslinya tapi it'okey karna ini baru nyobaaa",positive
"tips pengguna:bagus profil kecantikan:bagus wangi:bagus kalo sellernya mah ga masalah yaa pengiriman dll aku mah oke aja, alhamdulillah juga barangnya sampe utuh.. cuman ga suka aja sama packaging nyaa ga aman bgt.. ga di doble solasi atau bag penutupnya di plaster kek ini mah engga..",negative
"barang diterima dengan tidak baik, pembungkus barang rusak.",negative
"paket nya sampai dengan selamat. packingnya aman sesuai orderan, tp sayangnya perkiraan sampai tidak sesuai. perkiraan tgl 10 sampai ternyata tanggal 11 baru sampai.",positive
pengemasan super lama.,negative
"maaf sebelum nya ini ,untuk packing nya tolong di perbaiki lagi tolong di beri bubble wrap di packing dengan aman ini cuma di masukin kardus aja sampe kebuka gitu untuk isi nya ngga sampe tumpah ,cuma kebuka dikit doang tolong ,untuk packingan nya di perbaki lagi !",negative
ok bngt neh produk eyeshadow jd lbh nempel tahan lama,positive
"baru pertama nyoba, semoga cocok dan awet.",positive
"profil kecantikan:bagus wangi:ga terlalu pengalaman penggunaan:bagus maaf bgt ni ya kasih rate rendah dulu. karena pengemasannya bocor, gada buble wrapnya masa cuman dilapisi plastik aja alhasil tumpah dan pas dibuka tinggal segitu. dan tutup botolnya pun rusak.",negative
"performa:buruk lipstik wangi minyak tanah dan bikin lengket"" di bibir",negative
warna:hijau tekstur:bikin kulit kering ketebalan:agak tebal pake dikit pun keliatan jd berlapis kulitnya sama sekali tdk cocok utk kulit yg kering,negative
pesen yg cotton scent tapi yang dtg malah citrus padahal udah buat catatan pilih yang cotton,negative
katanya free kalung. tp barang tiba tdk ada hadiahnya???,negative
tekstur:agak kental performa:baik cocok untuk:semua jenis kulit,positive
"tekstur:rusak barang yang dikirim rusak, dan tidak mau dikembalikan. hanya di tawarkan voucher 10k untuk belanja distore ini dan min pembelian 80k. pelayanan kurang baik. tidak mau ganti rugi. selalu menyalahkan bagian pengiriman bukan mencari solusi agar pelanggan tdk kecewa.",negative
tekstur warnanya kuning ga kayak biasanya,positive
"tekstur:serum green tea nya sih ok, tp masa pembelian d produk tdk sm dg yg d kirimkan??? ht2 buat konsumen yg mau belanja bundle, yakinkan pembelian d iklan produk yg d jual dg yg d kirim, order di deskripsi sih deluxe bundle green tea, tp yg d kirim bermacam2 corak, payah,!!!!",negative
"blm d coba smoga memuaskan, trima kasih",positive
tdk sesuai dgn promox...cuma satu yg d kirim,negative
"pesen shande 01 sama 04 yang dateng 02 sama 04, ditanyain perihal return responnya pelan banget.",negative
"saya beli 2 safi age defy dengan ukuran yang sama, tapi kenapa isi nya berbeda yah?! satu full dan satu nya hanya setengah dengan harga yang sama... astagaaaa kecewa seka...",negative
"suka sama product innisfree ,cocok juga dulu belanja 100++ dpt sample nya banyakk hepi bgt bisa cobaiin akhir nya belii , tapi kenapa sekarang belanja makin banyak malah...",positive
di gambar di buat 1 paket 4 item gratis 3 item jumlah nya 7 item. tetapi yang datang barangnya cuma 6 item.,negative
manfaat:tahan lama pengalaman penggunaan:sangat ok tips pengguna:sangat mudah maaf review gambar nya beda hehe awet banget pake tiap kerja. abis nya sangat lama... oke bangett pokonya,positive
"udah proses lama, yg dikirim salah. gmn sih ini, pesan whitening yg dikirim acne",negative
lumayan,positive
baru sampai udh patah duluuan dikemasan,negative
pengiriman cepat...packing rapi dan aman....makasih....,positive
"baru pertama beli, jd blom tau enak dipake ngga. klo lihat kemasannya mah ga bakal.percaya harganya 20rb juga ngga. makasih seller, packingnya aman bubblenya banyak bange...",positive
"isinya ternyata sedikit bgt:beaming_face_with_smiling_eyes: semoga kualitasnya sesuai hrganya ,,krn blm dicoba",positive
"eyelinernya sudah agak kering, tapi masih bisa dipakai.",positive
